,text,author_id
0,"There are certain moments when Matthews touches the puck in the offensive zone when you can confidently say ""yeah, he'll score"" when he winds up for the shot. That 1-0 goal was certainly one of them.",1535472196084068352
1,@derekw306 Is that the case? I've found other games later than 24 hours after the fact.,1535472196084068352
2,@risingaction It's shocking. The league should really step in. No way this fills the void left by NHL Live.,1535472196084068352
3,"Anybody with Sportsnet Now premium, can you check to see if any of the nationally-televised games from Wednesday night are available for you? I couldn't load the Canucks-Sharks game to track it last night.",1535472196084068352
4,"@TheLaxedd On the Natural Stat Trick game pages, if you go to the individual event maps, you can hover over each individual event and get all the available details

https://t.co/gPwVg405zR",1535472196084068352
5,"Also, I strongly encourage everybody to avoid any sort of prop bet that is based on the judgment from the un-audited scorekeepers. Goals and assists are checked and re-checked and corrected. Shots, blocks, hits, takeaways... aren't. There are a dozen mistakes a game.",1535472196084068352
6,"Hilariously, Michael Bunting had a rebound follow-up after the Tavares shot. Instead of being tagged as a rebound shot, it counted as a ""rush"" shot on NST because the Dallas scorekeeper tagged the previous play seconds earlier about 150 feet away from where it actually took place",1535472196084068352
7,"The xG of the shot, based on what we have from the NHL, is not only 0 (because it's a blocked shot), but it's also -1 corsi for the Leafs, since the play was incorrectly marked as a Tavares block of a Heiskanen shot.",1535472196084068352
8,"To close the loop on this one, it looks like my followers have, on average, pegged the xG of this shot at about 13.7%, which seems a LITTLE high but probably within the actual range.",1535472196084068352
9,@JFreshHockey I think there's a tendency among scorekeepers to credit shots that go in as being closer than those that are saved. Witness where Caufield's goal against Vancouver was recorded from versus where the shot was actually taken.,1535472196084068352
10,"@Account4hockey Well, yes",1535472196084068352
11,"@Esch87 @mirtle The linesman is very clearly watching the puck though, plus Forbort isn't all that fast. Maybe it's because Forbort pulled up a little at the end, but either way I'd like for a journalist to be able to ask what the linesman was looking for when he waved it off.",1535472196084068352
12,"@sprotsplease I cracked the code a few years ago. If the linesman is yelling at the player to ""get the line"" and he doesn't cross the red line, it's icing. If the linesman doesn't, he gets a few feet of grace.",1535472196084068352
13,@mirtle Just read the entire text of the rule and nothing about the crease is mentioned.,1535472196084068352
14,"If you can challenge offside, you should be allowed to challenge icing. https://t.co/03pnI1Omm7",1535472196084068352
15,Now would be a good time for @TSN_Sports to turn off promoted tweets for the World Cup.,1535472196084068352
16,"RT @KerithBurke: Hoping for more information, but for now, this is Grant Wahl. https://t.co/d5P5Ng9Lo8",1535472196084068352
17,RT @NeedlesOnNews: The man who wrote this just mysteriously died in Qatar.,1535472196084068352
18,"@sprotsplease @JasonVDE @patersonjeff Maybe. I think he has slowed down a fair bit (he's frequently caught in situations where I'm not used to him being caught) and he's not working with teammates that understand how to take advantage of it.

I get that he's producing, but he doesn't seem like the same player, to me.",1535472196084068352
19,"@JasonVDE @patersonjeff I'm not sure. In Toronto, a lot of his breakaways were created off loose pucks or pucks thrown to open space. It happened with regularity.",1535472196084068352
20,"@garik16 I think after the 32 games from non-Conference teams and 45 games from Conference teams, the remaining 5 games should be distributed based on classic or playoff rivalries. Maybe toss in an extra home-and-home for an opposite conference team.",1535472196084068352
21,"@garik16 It was the case last season too. 2 games against teams in the other conference, 3 games against conference opponents, and an extra game against 5 divisional teams.",1535472196084068352
22,"But, Cam, how does this affect the Leafs? 

Well, I hypothesize that some of the better defensive teams in the NHL are quite good at cutting down on the time opposing teams have before shooting, which makes life easy for the goalies.

https://t.co/kktakF0iK4",1535472196084068352
23,"What a fantastic shot (and great jerseys as well). It's clear that even from tough angles, you can't give elite players in this league any time and space. So many players can pick corners like this. https://t.co/bVBR4ynhrc",1535472196084068352
24,"@patersonjeff I wonder if Sasha Mikheyev looks a lot slower than he did last season, too.",1535472196084068352
25,"Also, I was tallying up some of my tracked numbers and Engvall has been really good. Post up this weekend or early next week detailing why I think so.",1535472196084068352
26,This is fair. Anything more than Kuznetsov's slash on Burroughs earlier this season (which was much more vicious and somehow only drew two minutes plus one game https://t.co/pOI68iKsvB) would have been out of line. https://t.co/rWWifXaJy6,1535472196084068352
27,@bruce_arthur That some of the movie took place in a parallel universe where Michelle Yeoh's character was actually Michelle Yeoh was brilliant. I don't think I'll ever experience a movie like that ever again. I walked into the theatre knowing nothing about it.,1535472196084068352
28,"On the gamefinder page (credit where it's due, it's a welcome addition and makes finding games a lot easier), they have one link to the English broadcast and one for the French and don't tell you which is which. https://t.co/gnUnEN1sUu",1535472196084068352
29,I've never been a fan of the defensive player lying down behind the wall on free kicks and I hope that the trend dies a swift death following that tying goal.,1535472196084068352
30,@VinceRusso5 Working for me. What are you using?,1535472196084068352
31,"Murray and Samsonov are playing well, but I think the Leafs defence creates a much easier environment for goalies to thrive than people may think.

https://t.co/kiXayKHXs9",1535472196084068352
32,"On one hand, Sh% regresses. On the other hand, external inputs matter. Matthews' shots over the last couple of weeks have been much more dangerous and plentiful than the two weeks or so leading up to that post.",1535472196084068352
33,"Nice to see Auston get chances in tight. This wasn't a thing that was happening when he was struggling to score at 5v5

https://t.co/hKUY7vi5gm https://t.co/eAPVyCmyBX",1535472196084068352
34,"Will DoPS announce a hearing for Engvall tomorrow morning, or minutes after the final whistle? https://t.co/hyTwuyrscp",1535472196084068352
35,@hayyyshayyy #ButtSauce,1535472196084068352
36,"I feel like if your man falls over behind the net, you shouldn't allow him to get a perfect pass off to the high slot.

The Kings didn't go down 4-0 on this play but did seconds later. https://t.co/ejrOP4tRnY",1535472196084068352
37,"@DBlye @DownGoesBrown I live with a Warriors fan, so certain basketball series in the late teens are off-limits as conversation topics.",1535472196084068352
38,"@DownGoesBrown It's really incredible how that series is still going on, 12 years later. Has there been any other championship game or series in any other sport that provided so much drama in the ensuing years?",1535472196084068352
39,@Leafs_25 I think what made the goaltending performance so devastating last season was that it happened behind good defence.,1535472196084068352
40,"Still, the Bruins formula has worked pretty well. Have a few players that dominate, and break even when they're off the ice. As long as that GF% in the second chart stays above 50%, the Bruins are in great shape.",1535472196084068352
41,"Looking at @shawnferris98 tracked Bruins data, no players that aren't usual suspects are really having a dominant season in transition, except maybe Coyle.",1535472196084068352
42,"I put more stock in GF% than SCF% when it comes to elite players but less so when it's the non-elite guys. Hampus Lindholm is a great back who elevates his team's offence, but he isn't that good.",1535472196084068352
43,"The Bruins leader in points rate isn't Pastrnak, or Marchand. It's Trent Frederic. Guys like him, Coyle, Zacha, even Foligno are having career seasons.",1535472196084068352
44,"Now, look at the Bruins when all of the big three is off the ice. Not a huge change in SCF%, but that GF% is way up: https://t.co/MZY2bcBxwn",1535472196084068352
45,"One thing to note is that the Bruins don't seem to suffer at all when the line is split. Any combination of those three players over the last five seasons has been good regardless. Either way, they're still trucking along, having a great season.",1535472196084068352
46,Talked about the Bruins a bit on @DailyFaceoff and wanted to show you guys something interesting. Here's the Bruins in terms of SCF% and GF% (per @NatStatTrick) when at least one of the big three is on the ice: https://t.co/VYcvrWalH0,1535472196084068352
47,"He also leads the team in turnovers forced in the opponent's defensive zone.

Intelligence is a trait that doesn't fade with age, and I think Tavares is learning to use his strength and frame, rather than speed, to create space for himself and his linemates.",1535472196084068352
48,"The comments on Tavares' transition game are important. He's 2nd on the Leafs in both controlled exit and controlled entry percentage, by my tracking. I don't have last year's numbers but I'm quite confident he was not that. https://t.co/lPhicrFbsY",1535472196084068352
49,@ldl716 @nylanderthews I don't think they do. I think they need the right mix of players since they had this working a few weeks ago. I'm perplexed by Malgin's absence.,1535472196084068352
50,"@BallinChint @Sportsnet For a few minutes until one of the feed freezes, and provided I use Google Chrome and Chrome is up to date, sure.",1535472196084068352
51,@Spence_Smith24 @Sportsnet I would like you to get started. Nothing will change.,1535472196084068352
52,@Sportsnet Flipping back and forth between games on my iPad and I have to restart the app each time.,1535472196084068352
53,@LouisTheFrank @Sportsnet I get that on DAZN so it isn't a Sportsnet exclusive.,1535472196084068352
54,"By far my favourite feature of @Sportsnet Now is how the game will just go to commercial and then... not come back, and you sit in your office in silence for a few minutes before cluing into the fact that it isn't coming back unless you restart the app.",1535472196084068352
55,RT @CMhockey66: Fitting they are both in Buffalo because the Tage Thompson explosion reminds me of Josh Allen in that I think teams who try…,1535472196084068352
56,"This is goals, by the way, not points. Hockey Twitter can't suddenly begin to care about the second assist when records are on the line.",1535472196084068352
57,"FYI, the last time anybody's scored 6 in a game was Darryl Sittler in 1976, the night he got 10 points.",1535472196084068352
58,"I took over a keeper team in a league with my Dad and all of his buddies. Auction league, $30 budget for 30 players.

Didn't have great keeper options, but decided to keep Tage for $1 and Horvat for the 10-cent minimum. Sometimes dumb people like myself get lucky.",1535472196084068352
59,"@travisyost Wow, looks like you could clean and j--",1535472196084068352
60,"The microstatistics are subscriber-only, but I did post a little bit about last night's Leafs-Stars game, pouring a bit of cold water on the idea that Matt Murray stole the game for the Leafs. He was good, but I doubt he was the team's best player.

https://t.co/iAlOdm4UWE",1535472196084068352
61,"I'm all caught up on Leafs game tracking. I've just posted the last three games to https://t.co/GEiswx6ba5

Missing Canucks posts will be up tomorrow and from then on, the December schedule is pretty light and game posts should be shortly after game end.",1535472196084068352
62,There's somebody that works these broadcasts whose sole goal is to make me throw in the towel and stop watching hockey altogether. https://t.co/avWtjCIvWP,1535472196084068352
63,"Tired: ""Hey, what's the score?""

Wired: ""How many defenceman have the Leafs used this season?""

Again, who is asking for this stuff? https://t.co/D93BrbduqQ",1535472196084068352
64,"Kind of ridiculous that it looks like Tkachuk is going to escape this play with the same penalty he'd get for batting the puck over the glass in the defensive zone. A player who was suspended earlier this season for a stick infraction with textbook spearing.

Fire Parros. https://t.co/Yk0wqibZkk",1535472196084068352
65,"@jtbourne Just got to that goal right now in my tracking.

It's kind of similar to the Tavares goal against Philly earlier in the year. At what point should the D ""help"" and collapse to the scoring area like they do in basketball?",1535472196084068352
66,"@ThomasDrance Whenever the Canucks don't wear their Reverse Retros, everybody in the building should ask ""why aren't they wearing their Reverse Retros?""",1535472196084068352
67,https://t.co/BKoVskjzqx,1535472196084068352
68,"What percentage chance would you give a shot like Tavares' here at the end of the clip (next tweet, video cut before the result of the shot is shown) of going in?",1535472196084068352
69,@TorontoMarlies You sure it isn't Martin Marincin?,1535472196084068352
70,"DER-ARGUCHINTSEV is a few pixels longer than the longest previous name that I've already specified my column width for (JONSSON-FJALLBY).

I made an executive decision that may also save a few bytes of memory. https://t.co/WckTNSimSh",1535472196084068352
71,@CoryMcQuhae @TheStanchion That might require the beancounters working for the rightsholder to give the smallest amount of shits about the sport or their audience.,1535472196084068352
72,@CoryMcQuhae @TheStanchion They should air the hits on a locally-produced postgame show rather than during the game.,1535472196084068352
73,"Ten seconds of action is missed. I'm always interested in how teams create controlled exits off DZ faceoff wins. Instead, we get slow motion replays of Luke Schenn hits. I blame @TheStanchion for this, personally. https://t.co/4sqQTmyHSe",1535472196084068352
74,"If you're going to cover up the scorebug to post the lineups, try to show all the D. (I don't think Arizona ran 11/5 this game, despite some JJ Moser and Josh Brown erasure by some producer) https://t.co/WOlRYvK246",1535472196084068352
75,@edsbs Great teams cover.,1535472196084068352
76,He's a zone exit artist. https://t.co/MK16QLZBwy,1535472196084068352
77,"This is another thing Matt Tkachuk has to answer for, I'm afraid. https://t.co/aeEakFYcJp",1535472196084068352
78,@LeafsPlusMinus MLB makes umpires available to reporters after controversial calls. NBA releases a report detailing all decisions made in the final two minutes.,1535472196084068352
79,"It would be great if Marc Joanette and Michael Markovic had to face reporters after the game and answer why they called this slashing, but the NHL isn't a real league and protects its referees more than its players.",1535472196084068352
80,"Here's the Tkachuk play in question. Rule 62.1 states that ""spearing... stabbing an opponent with the point of the stick blade, whether contact is made or not"".

A spearing where contact is made is at least 5 minutes. Obvious blown call by the officials in Winnipeg. https://t.co/5TqkoZuoDN",1535472196084068352
81,"Seeing that Matthew Tkachuk speared another player. Surprising, given that DOPS threw the book at him after this play. https://t.co/NJUKhyvbOu",1535472196084068352
82,"@GarretHohl The models still overrate Austin Czarnik, eh?",1535472196084068352
83,RT @SaraCivian: I'm being serious what if we all agreed to stop doing breaking news via tweet and went back to writing stories that require…,1535472196084068352
84,"I'm trying to think of what caused the sudden onslaught of offensive players in hockey. It may be due to the fact that the onslaught began about 10 years after this goal which was played on a loop for weeks.

https://t.co/xjBgHo93nZ https://t.co/wWBFSv9C1s",1535472196084068352
85,https://t.co/wSTNbqsOpG,1535472196084068352
86,How would you best describe what happened in the following tweet?,1535472196084068352
87,@garik16 Devising ways to research this.,1535472196084068352
88,"Like with the save/goal binary, I agree with faceoff win/loss. A faceoff win means nothing if your team doesn't get the puck and then clear/enter/shoot based on where the faceoff was won. Always the benefit of your top guys being good FO players, rather than, like, Jay Beagle. https://t.co/h5oRbt1tKD",1535472196084068352
89,"Not necessarily. The one I clipped is a neutral zone faceoff during a lull in a tie game. A puck is never more than a few seconds away from potentially being in either net and the game can turn on a dime or one possession.

Looking at ""timely"" wins just lowers the sample size. https://t.co/wUJTQN40EQ",1535472196084068352
90,"I've always been skeptical of the value of faceoffs, but the fact that John Tavares consistently wins &gt;60% of them probably counts for something. SJS didn't touch the puck in the neutral zone for 21 seconds following this unorthodox win. https://t.co/Efi7Y53snR",1535472196084068352
91,@AavcoCup I think so too. It doesn't affect watching live play.,1535472196084068352
92,"@BlakeMurphyODC ""Players can't go through the boards. They're not fire.""",1535472196084068352
93,"Fantastic thread, and this could be a reason it takes me a lot longer to track games this season and why I feel sick all the time. They've turned hockey into an active activity cognitively instead of a relaxing one. https://t.co/5AgxQIkpZr",1535472196084068352
94,And yet I can't wait to track this one. My spreadsheet might explode. https://t.co/4qhBngYusi,1535472196084068352
95,"Instead of putting an extra guy at the point, the Canucks use both Kuzmenko and Boeser net-front and get the tie. That's inspired stuff. https://t.co/8Wtw6ghpfr",1535472196084068352
96,The Canucks are a good enough 5v4 team that I might just keep Delia in the net here.,1535472196084068352
97,@taj1944 Only one team in league history has ever finished 32nd. #Olé,1535472196084068352
98,@passittobulis I've been out of town. What happened?,1535472196084068352
0,RT @jrichardson_j: Amazing performance of A Christmas Carol tonight @verulamschool @CharlieRoss99 👏👏👏👏#VerulamForLife https://t.co/pSfG21Hl…,2216500912
1,"RT @verulamvoice: On behalf of the cast, I’d like to thank @MrMacKenzieVer1 for all his effort putting this together. It was great. 👏🏻👏🏻",2216500912
2,"📚 Have you seen our KS3 Subject Specific Recommended Reading Lists at @verulamschool? If you enjoy Music, have you tried one of these books recommended by our Music Department? 🎹🎻🎷🥁🎸🎤🎶 @MusicVerulam #reading #readingforpleasure https://t.co/NtajseCh3v",2216500912
3,RT @CharlieRoss99: Verulam Staff reads! Encouraging students to read! #literacy #Literature #reading #verulamforlife @verulamschool @Verule…,2216500912
4,RT @MrMacKenzieVer1: It’s showtime!!! Tickets still available- but selling fast - for Verulam School’s production of ‘A Christmas Carol’. W…,2216500912
5,Over 400 H2s have been issued so far this academic year to pupils using the WotW at school! Word of the Week at @verulamschool wb 5th Dec = Callow. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/el5pvHpE0H,2216500912
6,"📚 Have you seen our KS3 Subject Specific Recommended Reading Lists at @verulamschool? If you enjoy Maths, have you tried one of these books recommended by our Maths Department? @VerulamMaths ➗🟰➕➖✖️#reading #readingforpleasure https://t.co/8e0EKcDO9N",2216500912
7,"RT @Verulam_PE: Well done to the Year 9 football team getting through to the 5th round of the national cup beating JFS Brent 5-1.

0-0 at h…",2216500912
8,"Literacy is integral to progress, hence the WotW to help improve exposure to new vocabulary. Word of the Week at @verulamschool wb 28th Nov = hence. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/gbNcEVdzfc",2216500912
9,Some fantastic attempts so far of our WotW being used! Word of the Week at @verulamschool wb 21st Nov = Liberal. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/RwRKXCkl3A,2216500912
10,RT @verulamschool: RT @habsboys @St_Ignatius @BishopChallSLS @WBGSExcellence @StPaulsSchool @HitchinBoys @harrowschool @ChallneyBoys @Eton_…,2216500912
11,There is empirical evidence to suggest learning new words improves literacy! Word of the Week at @verulamschool wb 14th Nov = Empirical. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/GVOEUUMvsE,2216500912
12,RT @jrichardson_j: Wonderful remembrance service today @verulamschool #VerulamForLife https://t.co/0G0KCrP5Zf,2216500912
13,RT @Verulam_PE: Well done to the year 9 Football team who faced last years County Plate winners St Edmunds College in the County Cup. In po…,2216500912
14,RT @LTABoys: Looking forward to our conference on educating boys @BoysSchools @verulamschool with our keynote @Positivteacha pls RT @StPaul…,2216500912
15,"Pupils enjoying topical reads in our canteen with “Restaurant Reads” - this week is remembering those who have fallen in conflict, including a Verulam boy in WW2 👀 one of our whole school #literacy initiatives #LestWeForget #Remembrance thanks @HughRichards #reading https://t.co/yzEbCw0frF",2216500912
16,"Make sure you use WotW as an incentive to not only improve your literacy, but also for an H2! Word of the Week at @verulamschool wb 7th Nov = Incentive. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/WSxpGLB3eR",2216500912
17,The first Word of the Week after half term at @verulamschool wb 31st Oct = Tenacious. Some brilliant examples of it being used already! Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/sARGif6RQ9,2216500912
18,👌👌👌 https://t.co/Hb4QnhaIFy,2216500912
19,Last Word of the Week before Oct half term at @verulamschool wb 17th Oct = Integrity. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/Q53go27dqh,2216500912
20,RT @VerulamMaths: Spent some time today playing “shut the box”. Really enjoyable way to practice key number skills - Still haven’t managed…,2216500912
21,"RT @jrichardson_j: Act 3, Scene 1 of Romeo and Juliet in action @verulamschool @Verulearning #CreativeThinkersForLife #VerulamForLife https…",2216500912
22,RT @Xris32: I have a spare copy of my latest resource to give away: a book of photocopiable KS3 reading comprehension tests and lessons to…,2216500912
23,"RT @verulam_history: Group of Y11 Historians had a great ‘Evening with Max Hastings’ about new book. He was war correspondent, editor-in-ch…",2216500912
24,A great word for Word of the Week at @verulamschool wb 10th Oct = Quintessential. We’ve heard a few examples already in corridors and playgrounds! Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/oMC6JsroDA,2216500912
25,RT @VerulamMaths: Me Moreland’s exciting new maths toys have arrived! 120 sided dice and shapes of constant width! New Lower school maths c…,2216500912
26,RT @VerulamMaths: Year 11 maths students enjoyed some Fibonacci poetry today courtesy of @brian_bilston to celebrate #NationalPoetryDay. Re…,2216500912
27,👀 An interesting Word of the Week at @verulamschool wb 3rd Oct Sept = Megalomaniac. Can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/DKhmYMXvtF,2216500912
28,"A more challenging Word of the Week at @verulamschool wb 26th Sept = Acquiesce. Some pupils have already managed to grasp this new word, both in written work and verbally - can you use it in a sentence? #wordoftheweek #WOTW #literacy 📚 https://t.co/CaZIriYXo9",2216500912
29,"Love our new additions to the library this week! 📚 @brixtonbard as our ‘author of the month’👌 plus a newly stocked sports fiction section ⚽️⚾️🏈 and of course, our Starbooks competition 🎉☕️ https://t.co/p0nh58XNIn",2216500912
30,@brands4schools,2216500912
31,Will you walk into this 4 day week with panache? Word of the Week at @verulamschool wb 19th Sept = Panache - can you use it in your own sentence? #wordoftheweek #WOTW #literacy https://t.co/YXHQC6ZsXC,2216500912
32,RT @jrichardson_j: Year 7 Welcome Lunch @verulamschool 😁#VerulamForLife https://t.co/hg12JXr9ao,2216500912
33,An excellent achievement - well done Year 7 🎉 https://t.co/LN1QZCwl2g,2216500912
34,A mid-week epiphany post! Word of the Week at @verulamschool wb 12th Sept = Epiphany - can you use it in your own sentence? #wordoftheweek #WOTW #literacy https://t.co/5WGLZc9EqE,2216500912
35,Great to see reading and oracy opportunities across the school 👌📚 https://t.co/Kw6nzlCrDT,2216500912
36,A new initiative at @verulamschool starts today - Word of the Week - helping to contribute to raising literacy standards 📚 wb 5th Sept is Arbitrary - can you use it in your own sentence?  #wordoftheweek #WOTW #literacy https://t.co/ipJ5tNPOca,2216500912
37,RT @jrichardson_j: A big focus for us ⁦@verulamschool⁩ this year #InclusiveForLife #CompassionateForLife #CreativeThinkersForLife #VerulamF…,2216500912
38,RT @jrichardson_j: Amazing results for @verulamschool this year! A huge well done to all our students!🎉👏 https://t.co/zGAD66gl9h,2216500912
39,RT @verulamschool: Amazing up-cycled bagging area for our canteen😍 @verulamschool https://t.co/RirTEh34SN,2216500912
40,RT @verulamschool: New banners thanks to @FonteyneSigns @brands4schools are finally up. Design voted for by pupils @verulamschool #VerulamF…,2216500912
41,RT @Verulearning: Some great reads listed here after the fantastic England win #EURO2022 #England #reading #eurofinals #eng,2216500912
42,Some great reads listed here after the fantastic England win #EURO2022 #England #reading #eurofinals #eng https://t.co/VzqpX4ko7X,2216500912
43,RT @jrichardson_j: Great end of term leaving speeches @verulamschool #VerulamFoLife https://t.co/YqAW3OwyC9,2216500912
44,RT @MrMacKenzieVer1: Weird way to spend a hot July Sunday! Adapting ‘A Christmas Carol’ for @verulamschool winter show. Lifelong dream to d…,2216500912
45,RT @verulam_history: Y9 Trip- students now enjoying a spot of lunch after a great morning at @BCLivingMuseum learning about the impact of g…,2216500912
46,RT @verulam_history: Had amazing experience at the @BCLivingMuseum learning about work and life in Industrial Britain! It was even the film…,2216500912
47,Remembrance is so important - great to see some boys reading poems out loud as their act of commemoration👌#Verulamforlife https://t.co/4Q5wOP8Tu2,2216500912
48,RT @verulam_history: Part of our WW1 trench experience today at the Staffordshire Regiment Museum! #verulamukhistorytour #ww1history #ww1 #…,2216500912
49,"RT @verulam_history: A day spent at the Staffordshire Regiment Museum, with a WW1 trench experience and museum. Boys learned many aspects t…",2216500912
50,RT @verulam_history: Now for an evening of bowling!! Which member of staff has already only scored strikes?! ❌ 🎳 https://t.co/bBjf1d71SN,2216500912
51,RT @verulam_history: A solemn &amp; atmospheric visit to the German Military Cemetery including the graves of 4 Zeppelin crews that were shot d…,2216500912
52,"RT @verulam_history: A reflective visit to a British War Cemetery, where the first 4 graves amongst 100’s were soldiers from Hertfordshire,…",2216500912
53,RT @verulam_history: Excellent start to the day looking at basic training for a recruit who would have joined up to serve in 1914. #verulam…,2216500912
54,"RT @verulam_history: Beginning with discussions about why WW1 broke out in 1914 before a day of World War One learning, including the role…",2216500912
55,RT @verulam_history: Y9’s safely arrived at Liverpool Street - ready for our first stop at the Kindertransport Memorial - how typical was t…,2216500912
56,"RT @verulam_history: Having just had the privilege to view the historic battle of cable street mural, students are taking a well earned lun…",2216500912
57,"RT @verulam_history: On route to @I_W_M after a fantastic walking tour - highlights include Brune Street (Soup Kitchen for Jewish Poor), Sp…",2216500912
58,"RT @verulam_history: Y9 History Trip - on route back to Verulam - rough ETA 17:45. 

A historical afternoon spent at the Imperial War Museu…",2216500912
59,"RT @verulam_history: Amazing day so far looking at Jewish migration in London, with a particular focus on WW2 #verulamukhistorytour boys ar…",2216500912
60,RT @Verulam_PE: Team PE are underway for Blue Peris 22🙌🏻👏🏻💙 https://t.co/oMl61HZCBO,2216500912
61,Great to see guided reading in Year 8 maths today @VerulamMaths followed fittingly by a lesson on ciphers and codes - thanks to @whisto_maths for this on Alan Turing  #readingcommunity #PrideMonth #pride #reading https://t.co/OEquP3qht7,2216500912
62,RT @RidgewayPas: Excellent @AlbanAcdTrust blended learning session @SandEdTech @RidgewayTeaches @Verulearning 👌 https://t.co/AsR8On2pIt,2216500912
63,Fantastic T&amp;L briefing today from @MissRCEnglish about updates from Verulam’s T&amp;L Council - recent educational research &amp; what that means for practice in the classroom. Boys Don’t Try by @Positivteacha &amp; @mr_englishteach and Teach to the Top by @meganmansworth 👌📚@verulamschool https://t.co/3rRqTacQX7,2216500912
64,#VerulamForLife https://t.co/2Uu4MqCYUp,2216500912
65,Verulam’s Teaching and Learning Council coming along! Staff meet every 5-6 weeks to discuss relevant educational research to put into practice 👌📚@verulamschool this week was Teach to the Top by @meganmansworth 👆 https://t.co/TcMKtbv6Yg,2216500912
66,RT @VerulamMaths: What a busy day it’s been in maths! It’s now time for @verulamschool year 8 students to compete in the @HertsLearning mat…,2216500912
67,"RT @MrJAnthony0: Love teaching our Summer Term sports. Athletics, handball and tennis on the go💪🏻 🏐🎾🏹

Lots of new learning for the student…",2216500912
68,Love this - practice makes perfect! We can’t wait for the anticipated music and drama evening!🤘🎸🥁🎹 https://t.co/wki30IqhLy,2216500912
69,Love this👌👌👌 https://t.co/tyLpr7PnJo,2216500912
70,RT @verulamschool: Loving our new canteen barriers @verulamschool ❤️#VerulamForLife https://t.co/JMmTwLgowe,2216500912
71,"Fantastic collaborative T&amp;L briefing this morning - a SEN ‘marketplace’ showcasing different subject specific techniques to scaffolding, including Tech, MFL, Art, History, English, RE and more. Teachers walked around sharing best practice #teaching @verulamschool @PollyHartxx https://t.co/x1HB96dUr0",2216500912
72,A retrieval practice in action! 👌 https://t.co/JeEja0hvsh,2216500912
73,A new display to our library this week - Monthly Author in Focus 📚 this month is the brilliant @writerkmc #reading #library @verulamschool https://t.co/1H6WT0O3uL,2216500912
74,Congratulations boys - well deserved. Well done to @MrJAnthony0 🎉🎉🎉 https://t.co/4ieOnBwfHd,2216500912
75,RT @jrichardson_j: Great T&amp;L aid by ⁦@MrJPTeach⁩ ⁦@verulamschool⁩ #VerulamForLife https://t.co/Cked9nQvxn,2216500912
76,RT @jrichardson_j: Our spring newsletter is out now @verulamschool #VerulamForLife https://t.co/tcMVnpB5HH,2216500912
77,RT @jrichardson_j: End of the spring term. It’s been an eventful one. Well done to all the staff and pupils @verulamschool for making it. H…,2216500912
78,RT @jrichardson_j: Great atmosphere here @verulamschool Mills Match https://t.co/A04cQ29bk0,2216500912
79,RT @VerulamScience: Mills match 2022 @verulamschool @OliMFoundation #verulamforlife https://t.co/l84RrDtgiF,2216500912
80,RT @OliMFoundation: What a Mills Match 2022! Massive love and respect for all at @verulamschool @Verulam_PE for keeping this event and trad…,2216500912
81,RT @jen_shute: It’s a wonky pic but it captures the joy! Thanks to all involved in Mills Match 22 - well played all 👏🏻 👏🏻 It’s been a highl…,2216500912
82,Excellent work Year 7 - creativity at its finest 👌 https://t.co/anANozARNr,2216500912
83,"Years 8, 9 and 10, as well as our Senior Team, in the finals! Good luck 💙⚽️ https://t.co/34MYy8HZJP",2216500912
84,RT @Verulam_PE: Well done to the Year 8 side who beat Beaumont 4-2 to advance to the District Cup Final👏🏻 They join the 11s as double final…,2216500912
85,RT @Verulam_PE: Congrats to the Year 11 Football Side who won their District Semi-Final in a tense penalty shootout Vs @BeaumontPE! 1-1 (0-…,2216500912
86,Love it Verulam Sport! 🎉 https://t.co/kasEtj8Lcu,2216500912
87,RT @Verulam_PE: Well done to the Year 7 &amp; 8 basketball teams who both won in a double header against Townsend this evening 👏🏻🏀,2216500912
88,RT @verulamGeogHoD: Top #pedagogy today @verulamschool.Used @VerulamMaths #piday2022 to be inspired in creating circle timelines of how nat…,2216500912
89,Great cross curricular links here for #piday2022 #creativeforlife well done @Verulam6thForm 🙌 https://t.co/acQuTAT9r6,2216500912
90,Love to see this use of @GoogleForEdu skills! 👏 https://t.co/eu0mOBG9Uh,2216500912
91,RT @verulamstemclub: Fantastic afternoon of fun with @MapleSchoolYr5. So many budding scientists and investigators and such enthusiasm from…,2216500912
92,RT @verulamschool: @jrichardson_j &amp; the staff @verulamschool getting ready to welcome new year 7s. Take a look at the new pupil guide on ou…,2216500912
93,"RT @verulamschool: A warm welcome from @jrichardson_j inside our fantastic new guide for year 6 parents, helping their sons get ready for n…",2216500912
94,"So proud of our Google Educators 🎉 Well done @verulamGeogHoD who joins @Mrs_CJohnson @MrJPTeach @MsRAParker and @Miss_F_Rosler 
Fantastic achievement 👏 https://t.co/wHzcQbWvxw",2216500912
